City,Temperature,Humidity,Pressure,Datetime
Prague,8.84,53,1016,2026-04-12 16:03:10
Warsaw,13.01,36,1020,2026-04-12 16:03:11
Lisbon,14.74,62,1019,2026-04-12 16:03:12
Karachi,37.9,17,1007,2026-04-12 16:03:21
Dhaka,33.99,31,1003,2026-04-12 16:03:36
Colombo,27.8,83,1008,2026-04-12 16:03:38
Kathmandu,23.12,38,1006,2026-04-12 16:03:39
Tashkent,25.12,27,1016,2026-04-12 16:03:41
Seattle,8.9,94,1005,2026-04-12 16:03:42
Boston,2.6,60,1032,2026-04-12 16:03:43
Philadelphia,6.46,60,1032,2026-04-12 16:03:45
Detroit,5.87,71,1024,2026-04-12 16:03:47
Anchorage,0.44,87,1006,2026-04-12 16:03:52
Quito,7.53,85,1017,2026-04-12 16:03:53
La Paz,6.99,100,1020,2026-04-12 16:03:56
Montevideo,18.29,98,1015,2026-04-12 16:03:57
Asuncion,24.03,87,1014,2026-04-12 16:03:58
Caracas,19.67,83,1015,2026-04-12 16:04:00
Dar es Salaam,29.21,70,1011,2026-04-12 16:04:01
Kampala,28.73,43,1009,2026-04-12 16:04:03
Harare,26.01,55,1014,2026-04-12 16:04:04
Dakar,21.25,80,1014,2026-04-12 16:04:05
Tripoli,34.92,4,1005,2026-04-12 16:04:06
Mumbai,32.99,66,1006,2026-04-12 17:01:10
Delhi,34.05,18,1004,2026-04-12 17:01:11
Bangalore,33.35,36,1005,2026-04-12 17:01:11
Chennai,32.4,68,1007,2026-04-12 17:01:11
Kolkata,34.97,31,1003,2026-04-12 17:01:12
Hyderabad,37.23,23,1004,2026-04-12 17:01:12
London,13.65,55,1010,2026-04-12 17:01:12
Manchester,10.76,80,1005,2026-04-12 17:01:13
Paris,12.36,65,1016,2026-04-12 17:01:13
Berlin,9.03,73,1016,2026-04-12 17:01:14
Madrid,13.86,68,1011,2026-04-12 17:01:14
Rome,9.93,77,1024,2026-04-12 17:01:15
Amsterdam,13.83,59,1014,2026-04-12 17:01:15
Brussels,12.71,61,1015,2026-04-12 17:01:16
Vienna,14.53,55,1016,2026-04-12 17:01:16
Zurich,10.65,91,1014,2026-04-12 17:01:17
Stockholm,11.84,31,1023,2026-04-12 17:01:17
Oslo,6.05,47,1017,2026-04-12 17:01:18
Copenhagen,8.47,62,1018,2026-04-12 17:01:19
Helsinki,8.32,52,1026,2026-04-12 17:01:21
New York,6.62,55,1033,2026-04-12 17:01:21
Los Angeles,15.17,80,1013,2026-04-12 17:01:22
Chicago,15.0,78,1016,2026-04-12 17:01:22
Houston,22.34,90,1018,2026-04-12 17:01:23
Phoenix,19.97,28,1010,2026-04-12 17:01:23
San Antonio,21.72,94,1016,2026-04-12 17:01:23
San Diego,14.91,84,1014,2026-04-12 17:01:24
Dallas,19.62,93,1015,2026-04-12 17:01:24
San Jose,10.47,91,1010,2026-04-12 17:01:24
San Francisco,11.38,76,1008,2026-04-12 17:01:25
Toronto,3.86,68,1028,2026-04-12 17:01:25
Vancouver,9.95,88,1004,2026-04-12 17:01:26
Montreal,-0.05,80,1032,2026-04-12 17:01:27
Mexico City,12.96,76,1017,2026-04-12 17:01:27
Guadalajara,16.87,36,1016,2026-04-12 17:01:28
Tokyo,17.89,80,1016,2026-04-12 17:01:28
Osaka,18.11,24,1013,2026-04-12 17:01:29
Seoul,13.76,41,1015,2026-04-12 17:01:29
Busan,15.99,44,1016,2026-04-12 17:01:31
Beijing,19.94,32,1010,2026-04-12 17:01:32
Shanghai,14.92,94,1011,2026-04-12 17:01:32
Shenzhen,26.73,86,1009,2026-04-12 17:01:34
Guangzhou,26.94,64,1007,2026-04-12 17:01:34
Bangkok,35.53,42,1005,2026-04-12 17:01:35
Jakarta,28.37,68,1009,2026-04-12 17:01:35
Manila,30.39,64,1010,2026-04-12 17:01:36
Singapore,28.36,79,1007,2026-04-12 17:01:37
Kuala Lumpur,28.62,83,1008,2026-04-12 17:01:37
Dubai,26.48,60,1013,2026-04-12 17:01:38
Abu Dhabi,24.47,74,1013,2026-04-12 17:01:38
Riyadh,31.1,19,1010,2026-04-12 17:01:38
Doha,26.97,59,1011,2026-04-12 17:01:39
Istanbul,13.45,44,1020,2026-04-12 17:01:39
Sydney,15.04,49,1014,2026-04-12 17:01:40
Melbourne,21.43,68,1024,2026-04-12 17:01:40
Brisbane,21.7,33,1013,2026-04-12 17:01:41
Perth,22.87,54,1016,2026-04-12 17:01:42
Auckland,17.56,67,1006,2026-04-12 17:01:43
Wellington,15.84,97,993,2026-04-12 17:01:44
Sao Paulo,18.33,85,1022,2026-04-12 17:01:44
Rio de Janeiro,22.77,88,1021,2026-04-12 17:01:44
Buenos Aires,17.27,83,1016,2026-04-12 17:01:45
Santiago,16.86,54,1014,2026-04-12 17:01:45
Lima,21.61,88,1012,2026-04-12 17:01:46
Bogota,8.36,91,1020,2026-04-12 17:01:46
Cape Town,24.44,49,1016,2026-04-12 17:01:47
Johannesburg,23.73,61,1013,2026-04-12 17:01:47
Cairo,25.42,25,1016,2026-04-12 17:01:48
Lagos,34.51,46,1009,2026-04-12 17:01:49
Nairobi,24.62,53,1009,2026-04-12 17:01:50
Casablanca,17.19,51,1020,2026-04-12 17:01:50
Accra,33.23,58,1010,2026-04-12 17:01:50
Addis Ababa,22.49,40,1012,2026-04-12 17:01:51
Algiers,17.68,40,1003,2026-04-12 17:01:51
Tunis,28.34,18,1001,2026-04-12 17:01:52
Athens,18.51,69,1019,2026-04-12 17:01:52
Budapest,15.76,38,1019,2026-04-12 17:01:53
Prague,9.15,52,1017,2026-04-12 17:01:54
Warsaw,14.12,33,1020,2026-04-12 17:01:54
Lisbon,14.37,64,1020,2026-04-12 17:01:55
Karachi,34.9,28,1007,2026-04-12 17:01:55
Dhaka,33.99,29,1003,2026-04-12 17:01:56
Colombo,26.13,89,1008,2026-04-12 17:01:56
Kathmandu,23.12,40,1006,2026-04-12 17:01:57
Tashkent,25.15,26,1016,2026-04-12 17:01:57
Seattle,8.86,94,1005,2026-04-12 17:01:57
Boston,4.36,56,1033,2026-04-12 17:01:58
Philadelphia,6.74,65,1033,2026-04-12 17:01:58
Detroit,6.56,71,1022,2026-04-12 17:01:59
Anchorage,0.28,87,1006,2026-04-12 17:01:59
Quito,8.53,82,1018,2026-04-12 17:02:00
La Paz,7.99,100,1021,2026-04-12 17:02:00
Montevideo,18.73,98,1016,2026-04-12 17:02:00
Asuncion,22.36,96,1015,2026-04-12 17:02:01
Caracas,27.35,83,1016,2026-04-12 17:02:01
Dar es Salaam,28.02,77,1011,2026-04-12 17:02:02
Kampala,27.36,48,1008,2026-04-12 17:02:02
Harare,26.01,52,1013,2026-04-12 17:02:03
Dakar,21.81,76,1014,2026-04-12 17:02:03
Tripoli,36.92,4,1004,2026-04-12 17:02:04
Mumbai,31.99,62,1006,2026-04-12 18:01:04
Delhi,32.05,20,1005,2026-04-12 18:01:04
Bangalore,32.64,37,1006,2026-04-12 18:01:05
Chennai,30.89,73,1007,2026-04-12 18:01:05
Kolkata,32.97,49,1004,2026-04-12 18:01:06
Hyderabad,36.23,24,1005,2026-04-12 18:01:06
London,14.29,52,1010,2026-04-12 18:01:07
Manchester,11.08,76,1006,2026-04-12 18:01:08
Paris,13.2,60,1016,2026-04-12 18:01:08
Berlin,8.9,74,1017,2026-04-12 18:01:09
Madrid,13.9,63,1010,2026-04-12 18:01:09
Rome,16.81,58,1025,2026-04-12 18:01:10
Amsterdam,14.34,54,1014,2026-04-12 18:01:10
Brussels,13.43,59,1015,2026-04-12 18:01:11
Vienna,15.39,52,1015,2026-04-12 18:01:11
Zurich,10.54,89,1014,2026-04-12 18:01:12
Stockholm,12.0,34,1023,2026-04-12 18:01:12
Oslo,6.11,47,1018,2026-04-12 18:01:13
Copenhagen,7.9,65,1018,2026-04-12 18:01:13
Helsinki,9.24,51,1026,2026-04-12 18:01:14
New York,8.08,49,1033,2026-04-12 18:01:14
Los Angeles,15.39,81,1013,2026-04-12 18:01:15
Chicago,15.49,80,1016,2026-04-12 18:01:16
Houston,22.53,89,1018,2026-04-12 18:01:16
Phoenix,19.72,30,1010,2026-04-12 18:01:17
San Antonio,21.74,94,1016,2026-04-12 18:01:18
San Diego,15.17,83,1014,2026-04-12 18:01:18
Dallas,19.66,93,1016,2026-04-12 18:01:19
San Jose,10.17,91,1009,2026-04-12 18:01:19
San Francisco,11.4,79,1008,2026-04-12 18:01:20
Toronto,4.48,63,1027,2026-04-12 18:01:21
Vancouver,9.46,94,1004,2026-04-12 18:01:21
Montreal,2.25,73,1032,2026-04-12 18:01:22
Mexico City,12.75,71,1018,2026-04-12 18:01:22
Guadalajara,15.87,41,1017,2026-04-12 18:01:23
Tokyo,17.61,84,1016,2026-04-12 18:01:23
Osaka,17.2,24,1015,2026-04-12 18:01:23
Seoul,11.76,47,1015,2026-04-12 18:01:24
Busan,14.99,72,1015,2026-04-12 18:01:25
Beijing,18.94,35,1012,2026-04-12 18:01:25
Shanghai,14.92,94,1012,2026-04-12 18:01:26
Shenzhen,26.8,85,1010,2026-04-12 18:01:26
Guangzhou,26.98,65,1008,2026-04-12 18:01:27
Bangkok,32.94,47,1005,2026-04-12 18:01:27
Jakarta,27.82,74,1010,2026-04-12 18:01:28
Manila,29.91,65,1010,2026-04-12 18:01:28
Singapore,28.25,80,1008,2026-04-12 18:01:29
Kuala Lumpur,28.62,83,1008,2026-04-12 18:01:30
Dubai,26.24,62,1013,2026-04-12 18:01:30
Abu Dhabi,23.57,80,1012,2026-04-12 18:01:31
Riyadh,31.03,21,1011,2026-04-12 18:01:31
Doha,26.99,61,1011,2026-04-12 18:01:32
Istanbul,13.45,44,1020,2026-04-12 18:01:32
Sydney,14.21,52,1014,2026-04-12 18:01:32
Melbourne,22.06,66,1025,2026-04-12 18:01:33
Brisbane,20.3,37,1013,2026-04-12 18:01:34
Perth,22.11,57,1017,2026-04-12 18:01:35
Auckland,17.33,68,1007,2026-04-12 18:01:36
Wellington,16.42,98,993,2026-04-12 18:01:36
Sao Paulo,19.85,74,1022,2026-04-12 18:01:37
Rio de Janeiro,26.05,79,1021,2026-04-12 18:01:37
Buenos Aires,18.68,82,1016,2026-04-12 18:01:38
Santiago,15.98,62,1014,2026-04-12 18:01:38
Lima,21.61,88,1012,2026-04-12 18:01:38
Bogota,10.0,85,1019,2026-04-12 18:01:39
Cape Town,25.04,54,1016,2026-04-12 18:01:39
Johannesburg,23.28,62,1013,2026-04-12 18:01:40
Cairo,26.42,19,1016,2026-04-12 18:01:40
Lagos,34.48,46,1008,2026-04-12 18:01:41
Nairobi,25.62,47,1009,2026-04-12 18:01:41
Casablanca,16.19,55,1020,2026-04-12 18:01:42
Accra,33.23,58,1009,2026-04-12 18:01:43
Addis Ababa,22.49,38,1012,2026-04-12 18:01:44
Algiers,17.12,41,1003,2026-04-12 18:01:44
Tunis,28.16,19,1000,2026-04-12 18:01:45
Athens,18.71,64,1018,2026-04-12 18:01:45
Budapest,15.98,37,1019,2026-04-12 18:01:45
Prague,9.6,54,1016,2026-04-12 18:01:46
Warsaw,14.57,32,1020,2026-04-12 18:01:47
Lisbon,15.0,64,1019,2026-04-12 18:01:47
Karachi,33.9,31,1007,2026-04-12 18:01:48
Dhaka,32.99,33,1004,2026-04-12 18:01:48
Colombo,26.69,91,1008,2026-04-12 18:01:48
Kathmandu,22.12,46,1007,2026-04-12 18:01:49
Tashkent,24.53,29,1016,2026-04-12 18:01:49
Seattle,8.91,94,1004,2026-04-12 18:01:50
Boston,6.39,47,1033,2026-04-12 18:01:50
Philadelphia,9.11,57,1033,2026-04-12 18:01:51
Detroit,7.37,71,1022,2026-04-12 18:01:51
Anchorage,0.13,87,1006,2026-04-12 18:01:52
Quito,7.53,73,1017,2026-04-12 18:01:52
La Paz,7.99,100,1020,2026-04-12 18:01:53
Montevideo,19.16,97,1016,2026-04-12 18:01:53
Asuncion,22.92,95,1015,2026-04-12 18:01:54
Caracas,23.74,81,1016,2026-04-12 18:01:55
Dar es Salaam,27.52,82,1010,2026-04-12 18:01:56
Kampala,26.73,51,1008,2026-04-12 18:01:56
Harare,26.01,53,1013,2026-04-12 18:01:56
Dakar,21.81,74,1014,2026-04-12 18:01:57
Tripoli,35.92,4,1003,2026-04-12 18:01:57
Mumbai,29.99,74,1008,2026-04-12 21:01:04
Delhi,30.05,20,1006,2026-04-12 21:01:05
Bangalore,30.22,44,1009,2026-04-12 21:01:06
Chennai,29.46,80,1010,2026-04-12 21:01:06
Kolkata,28.97,79,1006,2026-04-12 21:01:07
Hyderabad,33.23,35,1007,2026-04-12 21:01:07
London,13.93,51,1010,2026-04-12 21:01:08
Manchester,11.39,66,1007,2026-04-12 21:01:08
Paris,14.06,54,1014,2026-04-12 21:01:09
Berlin,9.03,83,1017,2026-04-12 21:01:10
Madrid,13.23,60,1010,2026-04-12 21:01:11
Rome,24.34,51,1027,2026-04-12 21:01:12
Amsterdam,13.85,55,1014,2026-04-12 21:01:12
Brussels,13.61,56,1014,2026-04-12 21:01:13
Vienna,15.83,50,1014,2026-04-12 21:01:14
Zurich,9.4,89,1014,2026-04-12 21:01:14
Stockholm,10.94,41,1024,2026-04-12 21:01:16
Oslo,8.19,49,1018,2026-04-12 21:01:16
Copenhagen,7.9,64,1018,2026-04-12 21:01:16
Helsinki,9.21,47,1027,2026-04-12 21:01:17
New York,11.24,47,1033,2026-04-12 21:01:20
Los Angeles,14.33,94,1014,2026-04-12 21:01:21
Chicago,21.05,60,1014,2026-04-12 21:01:22
Houston,25.12,80,1019,2026-04-12 21:01:22
Phoenix,22.34,32,1012,2026-04-12 21:01:23
San Antonio,23.46,91,1018,2026-04-12 21:01:24
San Diego,17.23,76,1016,2026-04-12 21:01:24
Dallas,18.74,92,1018,2026-04-12 21:01:24
San Jose,11.36,88,1011,2026-04-12 21:01:25
San Francisco,11.94,71,1010,2026-04-12 21:01:25
Toronto,4.75,71,1025,2026-04-12 21:01:25
Vancouver,10.04,91,1006,2026-04-12 21:01:26
Montreal,8.07,46,1030,2026-04-12 21:01:26
Mexico City,17.75,59,1019,2026-04-12 21:01:27
Guadalajara,20.87,32,1017,2026-04-12 21:01:27
Tokyo,17.57,87,1016,2026-04-12 21:01:28
Osaka,13.93,44,1016,2026-04-12 21:01:29
Seoul,9.76,71,1017,2026-04-12 21:01:29
Busan,13.99,82,1016,2026-04-12 21:01:29
Beijing,13.94,35,1015,2026-04-12 21:01:30
Shanghai,14.92,94,1013,2026-04-12 21:01:30
Shenzhen,26.5,86,1011,2026-04-12 21:01:30
Guangzhou,26.02,73,1010,2026-04-12 21:01:31
Bangkok,32.5,54,1007,2026-04-12 21:01:32
Jakarta,26.13,95,1011,2026-04-12 21:01:33
Manila,28.54,70,1012,2026-04-12 21:01:33
Singapore,27.5,84,1011,2026-04-12 21:01:34
Kuala Lumpur,27.51,88,1010,2026-04-12 21:01:34
Dubai,22.95,70,1014,2026-04-12 21:01:35
Abu Dhabi,23.08,74,1014,2026-04-12 21:01:36
Riyadh,28.86,19,1012,2026-04-12 21:01:36
Doha,25.97,57,1011,2026-04-12 21:01:37
Istanbul,13.45,47,1020,2026-04-12 21:01:37
Sydney,13.76,57,1014,2026-04-12 21:01:37
Melbourne,24.24,62,1027,2026-04-12 21:01:38
Brisbane,17.23,44,1013,2026-04-12 21:01:38
Perth,19.24,68,1017,2026-04-12 21:01:38
Auckland,16.58,71,1007,2026-04-12 21:01:40
Wellington,16.59,85,997,2026-04-12 21:01:41
Sao Paulo,24.41,63,1022,2026-04-12 21:01:42
Rio de Janeiro,26.68,76,1020,2026-04-12 21:01:42
Buenos Aires,23.22,61,1016,2026-04-12 21:01:43
Santiago,19.67,51,1014,2026-04-12 21:01:43
Lima,21.14,83,1013,2026-04-12 21:01:44
Bogota,14.5,63,1017,2026-04-12 21:01:44
Cape Town,22.85,63,1017,2026-04-12 21:01:45
Johannesburg,17.94,72,1013,2026-04-12 21:01:45
Cairo,26.42,21,1015,2026-04-12 21:01:46
Lagos,30.46,63,1007,2026-04-12 21:01:47
Nairobi,23.62,57,1011,2026-04-12 21:01:47
Casablanca,17.19,55,1020,2026-04-12 21:01:48
Accra,33.23,55,1008,2026-04-12 21:01:48
Addis Ababa,19.43,48,1012,2026-04-12 21:01:49
Algiers,17.12,42,1003,2026-04-12 21:01:49
Tunis,27.66,17,1000,2026-04-12 21:01:50
Athens,17.47,72,1018,2026-04-12 21:01:50
Budapest,15.96,33,1017,2026-04-12 21:01:51
Prague,11.5,46,1016,2026-04-12 21:01:53
Warsaw,14.25,30,1019,2026-04-12 21:01:54
Lisbon,15.16,59,1020,2026-04-12 21:01:54
Karachi,28.9,48,1009,2026-04-12 21:01:55
Dhaka,28.99,54,1006,2026-04-12 21:01:55
Colombo,26.13,94,1011,2026-04-12 21:01:55
Kathmandu,21.12,52,1011,2026-04-12 21:01:56
Tashkent,21.24,39,1016,2026-04-12 21:01:56
Seattle,9.4,93,1005,2026-04-12 21:01:56
Boston,10.61,34,1032,2026-04-12 21:01:57
Philadelphia,13.89,44,1032,2026-04-12 21:01:58
Detroit,10.9,77,1020,2026-04-12 21:01:59
Anchorage,-0.33,90,1004,2026-04-12 21:01:59
Quito,16.53,48,1013,2026-04-12 21:02:00
La Paz,14.99,62,1015,2026-04-12 21:02:00
Montevideo,22.52,79,1015,2026-04-12 21:02:00
Asuncion,28.8,65,1014,2026-04-12 21:02:01
Caracas,27.6,61,1014,2026-04-12 21:02:01
Dar es Salaam,25.82,88,1011,2026-04-12 21:02:01
Kampala,21.48,73,1009,2026-04-12 21:02:02
Harare,19.17,60,1015,2026-04-12 21:02:02
Dakar,22.36,74,1012,2026-04-12 21:02:03
Tripoli,27.92,20,1003,2026-04-12 21:02:03
Mumbai,28.99,79,1008,2026-04-12 22:01:04
Delhi,29.05,21,1007,2026-04-12 22:01:04
Bangalore,28.22,51,1010,2026-04-12 22:01:05
Chennai,29.28,81,1010,2026-04-12 22:01:06
Kolkata,27.97,83,1007,2026-04-12 22:01:08
Hyderabad,32.23,43,1008,2026-04-12 22:01:09
London,12.57,59,1010,2026-04-12 22:01:09
Manchester,11.87,57,1007,2026-04-12 22:01:10
Paris,14.16,54,1014,2026-04-12 22:01:10
Berlin,9.23,82,1017,2026-04-12 22:01:12
Madrid,12.83,53,1010,2026-04-12 22:01:13
Rome,27.53,43,1027,2026-04-12 22:01:13
Amsterdam,14.13,56,1014,2026-04-12 22:01:14
Brussels,13.43,56,1014,2026-04-12 22:01:14
Vienna,14.82,50,1014,2026-04-12 22:01:15
Zurich,9.27,91,1013,2026-04-12 22:01:15
Stockholm,9.98,43,1023,2026-04-12 22:01:18
Oslo,5.31,85,1020,2026-04-12 22:01:18
Copenhagen,8.18,63,1019,2026-04-12 22:01:19
Helsinki,8.72,50,1027,2026-04-12 22:01:21
New York,11.42,45,1032,2026-04-12 22:01:25
Los Angeles,15.08,92,1015,2026-04-12 22:01:26
Chicago,23.93,75,1014,2026-04-12 22:01:27
Houston,25.5,79,1020,2026-04-12 22:01:27
Phoenix,24.61,29,1013,2026-04-12 22:01:30
San Antonio,24.82,83,1017,2026-04-12 22:01:33
San Diego,19.38,64,1016,2026-04-12 22:01:34
Dallas,19.37,92,1018,2026-04-12 22:01:34
San Jose,12.21,85,1012,2026-04-12 22:01:35
San Francisco,11.37,74,1011,2026-04-12 22:01:35
Toronto,3.88,81,1024,2026-04-12 22:01:36
Vancouver,10.87,89,1006,2026-04-12 22:01:38
Montreal,8.12,43,1030,2026-04-12 22:01:38
Mexico City,19.97,49,1017,2026-04-12 22:01:40
Guadalajara,24.87,29,1015,2026-04-12 22:01:40
Tokyo,16.94,91,1015,2026-04-12 22:01:41
Osaka,12.93,47,1015,2026-04-12 22:01:44
Seoul,8.76,71,1017,2026-04-12 22:01:45
Busan,13.99,62,1016,2026-04-12 22:02:07
Beijing,14.94,33,1017,2026-04-12 22:02:10
Shanghai,14.92,94,1013,2026-04-12 22:02:15
Shenzhen,26.25,86,1010,2026-04-12 22:02:17
Guangzhou,25.98,78,1009,2026-04-12 22:02:22
Bangkok,28.78,36,1007,2026-04-12 22:02:27
Jakarta,26.48,93,1011,2026-04-12 22:02:31
Manila,28.25,70,1011,2026-04-12 22:02:33
Singapore,27.39,88,1011,2026-04-12 22:02:37
Kuala Lumpur,27.51,88,1010,2026-04-12 22:02:38
Dubai,23.25,69,1013,2026-04-12 22:02:39
Abu Dhabi,23.43,74,1012,2026-04-12 22:02:40
Riyadh,26.43,21,1012,2026-04-12 22:02:41
Doha,25.57,63,1011,2026-04-12 22:02:44
Istanbul,11.89,44,1021,2026-04-12 22:02:45
Sydney,13.36,59,1014,2026-04-12 22:02:47
Melbourne,24.88,61,1026,2026-04-12 22:02:48
Brisbane,17.16,42,1013,2026-04-12 22:02:50
Perth,18.7,74,1017,2026-04-12 22:02:53
Auckland,17.04,71,1007,2026-04-12 22:02:55
Wellington,17.35,86,998,2026-04-12 22:02:56
Sao Paulo,25.49,54,1019,2026-04-12 22:02:56
Rio de Janeiro,27.78,71,1019,2026-04-12 22:02:56
Buenos Aires,23.82,55,1015,2026-04-12 22:02:57
Santiago,21.62,47,1014,2026-04-12 22:02:59
Lima,22.14,78,1012,2026-04-12 22:03:00
Bogota,15.53,63,1015,2026-04-12 22:03:04
Cape Town,21.97,67,1017,2026-04-12 22:03:07
Johannesburg,15.94,88,1014,2026-04-12 22:03:07
Cairo,25.42,25,1015,2026-04-12 22:03:09
Lagos,29.51,69,1007,2026-04-12 22:03:12
Nairobi,21.62,64,1013,2026-04-12 22:03:13
Casablanca,16.19,63,1020,2026-04-12 22:03:14
Accra,32.23,62,1008,2026-04-12 22:03:36
Addis Ababa,17.6,57,1014,2026-04-12 22:03:38
Algiers,16.57,44,1004,2026-04-12 22:03:44
Tunis,27.15,20,1000,2026-04-12 22:03:45
Athens,16.35,76,1018,2026-04-12 22:03:48
Budapest,15.37,34,1017,2026-04-12 22:03:50
Prague,9.83,59,1016,2026-04-12 22:03:51
Warsaw,13.68,33,1020,2026-04-12 22:03:52
Lisbon,15.01,60,1020,2026-04-12 22:03:54
Karachi,27.9,51,1009,2026-04-12 22:03:55
Dhaka,27.99,61,1007,2026-04-12 22:03:56
Colombo,26.13,93,1011,2026-04-12 22:03:57
Kathmandu,20.12,60,1011,2026-04-12 22:03:57
Tashkent,20.39,42,1016,2026-04-12 22:04:00
Seattle,9.96,91,1006,2026-04-12 22:04:03
Boston,11.11,33,1031,2026-04-12 22:04:06
Philadelphia,15.67,41,1031,2026-04-12 22:04:10
Detroit,13.59,66,1019,2026-04-12 22:04:11
Anchorage,0.04,90,1003,2026-04-12 22:04:12
Quito,18.53,48,1012,2026-04-12 22:04:15
La Paz,15.99,54,1014,2026-04-12 22:04:20
Montevideo,22.65,81,1015,2026-04-12 22:04:22
Asuncion,29.69,80,1013,2026-04-12 22:04:24
Caracas,23.67,79,1014,2026-04-12 22:04:27
Dar es Salaam,24.84,90,1012,2026-04-12 22:04:28
Kampala,20.41,77,1010,2026-04-12 22:04:29
Harare,20.46,73,1016,2026-04-12 22:04:32
Dakar,22.36,75,1011,2026-04-12 22:04:33
Tripoli,26.92,24,1003,2026-04-12 22:04:34
Mumbai,28.99,79,1009,2026-04-12 23:01:06
Delhi,28.05,24,1008,2026-04-12 23:01:07
Bangalore,27.23,55,1011,2026-04-12 23:01:08
Chennai,29.28,82,1011,2026-04-12 23:01:09
Kolkata,26.97,94,1007,2026-04-12 23:01:10
Hyderabad,29.73,54,1009,2026-04-12 23:01:10
London,11.46,65,1011,2026-04-12 23:01:11
Manchester,11.82,56,1007,2026-04-12 23:01:11
Paris,13.29,56,1014,2026-04-12 23:01:12
Berlin,9.11,81,1017,2026-04-12 23:01:12
Madrid,13.08,45,1009,2026-04-12 23:01:14
Rome,28.48,34,1025,2026-04-12 23:01:15
Amsterdam,13.66,56,1014,2026-04-12 23:01:17
Brussels,12.92,58,1014,2026-04-12 23:01:17
Vienna,14.03,51,1015,2026-04-12 23:01:19
Zurich,8.74,92,1013,2026-04-12 23:01:23
Stockholm,8.06,49,1024,2026-04-12 23:01:24
Oslo,4.75,88,1020,2026-04-12 23:01:24
Copenhagen,7.7,67,1019,2026-04-12 23:01:26
Helsinki,7.01,57,1027,2026-04-12 23:01:26
New York,11.62,44,1031,2026-04-12 23:01:28
Los Angeles,16.19,78,1015,2026-04-12 23:01:30
Chicago,26.02,68,1013,2026-04-12 23:01:31
Houston,25.42,79,1019,2026-04-12 23:01:32
Phoenix,25.66,26,1013,2026-04-12 23:01:33
San Antonio,26.18,77,1017,2026-04-12 23:01:34
San Diego,20.51,58,1016,2026-04-12 23:01:36
Dallas,19.59,92,1017,2026-04-12 23:01:37
San Jose,13.19,79,1012,2026-04-12 23:01:38
San Francisco,11.46,77,1011,2026-04-12 23:01:39
Toronto,3.44,86,1023,2026-04-12 23:01:40
Vancouver,11.73,87,1006,2026-04-12 23:01:41
Montreal,8.37,42,1029,2026-04-12 23:01:42
Mexico City,20.53,43,1016,2026-04-12 23:01:43
Guadalajara,26.87,24,1015,2026-04-12 23:01:44
Tokyo,16.53,89,1015,2026-04-12 23:01:45
Osaka,12.93,44,1016,2026-04-12 23:01:45
Seoul,7.76,71,1017,2026-04-12 23:01:46
Busan,13.99,54,1015,2026-04-12 23:01:47
Beijing,16.94,24,1017,2026-04-12 23:01:48
Shanghai,14.92,94,1013,2026-04-12 23:01:49
Shenzhen,26.25,87,1010,2026-04-12 23:01:50
Guangzhou,25.79,75,1009,2026-04-12 23:01:51
Bangkok,28.13,39,1007,2026-04-12 23:01:51
Jakarta,26.48,91,1011,2026-04-12 23:01:52
Manila,27.88,71,1011,2026-04-12 23:01:53
Singapore,27.39,89,1010,2026-04-12 23:01:54
Kuala Lumpur,27.51,88,1010,2026-04-12 23:01:55
Dubai,23.56,67,1013,2026-04-12 23:01:56
Abu Dhabi,23.93,71,1013,2026-04-12 23:01:56
Riyadh,26.37,27,1013,2026-04-12 23:01:57
Doha,24.99,69,1011,2026-04-12 23:01:58
Istanbul,10.78,47,1021,2026-04-12 23:02:00
Sydney,12.34,63,1014,2026-04-12 23:02:00
Melbourne,24.76,61,1026,2026-04-12 23:02:01
Brisbane,16.02,47,1014,2026-04-12 23:02:02
Perth,18.65,78,1017,2026-04-12 23:02:03
Auckland,17.31,71,1007,2026-04-12 23:02:04
Wellington,17.35,88,998,2026-04-12 23:02:05
Sao Paulo,26.41,53,1018,2026-04-12 23:02:05
Rio de Janeiro,28.56,66,1018,2026-04-12 23:02:06
Buenos Aires,24.42,53,1015,2026-04-12 23:02:07
Santiago,23.3,44,1013,2026-04-12 23:02:07
Lima,22.14,78,1011,2026-04-12 23:02:09
Bogota,16.56,65,1014,2026-04-12 23:02:11
Cape Town,20.64,71,1017,2026-04-12 23:02:12
Johannesburg,14.94,88,1014,2026-04-12 23:02:13
Cairo,24.42,27,1017,2026-04-12 23:02:15
Lagos,28.1,77,1008,2026-04-12 23:02:18
Nairobi,19.62,73,1014,2026-04-12 23:02:20
Casablanca,16.19,59,1021,2026-04-12 23:02:20
Accra,30.23,74,1008,2026-04-12 23:02:25
Addis Ababa,16.32,65,1015,2026-04-12 23:02:27
Algiers,16.01,45,1005,2026-04-12 23:02:30
Tunis,25.04,25,1001,2026-04-12 23:02:32
Athens,15.85,78,1019,2026-04-12 23:02:33
Budapest,14.06,38,1018,2026-04-12 23:02:34
Prague,9.74,57,1016,2026-04-12 23:02:35
Warsaw,12.05,36,1021,2026-04-12 23:02:37
Lisbon,14.15,61,1020,2026-04-12 23:02:38
Karachi,26.9,54,1010,2026-04-12 23:02:40
Dhaka,27.99,65,1007,2026-04-12 23:02:43
Colombo,26.13,94,1011,2026-04-12 23:02:55
Kathmandu,18.12,68,1011,2026-04-12 23:03:05
